"@sourceA","fname_c1@sourceA","fname_c2@sourceA","lname_c1@sourceA","lname_c2@sourceA","by@sourceA","bm@sourceA","bd@sourceA","@sourceB","fname_c1@sourceB","fname_c2@sourceB","lname_c1@sourceB","lname_c2@sourceB","by@sourceB","bm@sourceB","bd@sourceB","Confidence"
"7674","CHRISTA","INGRID","GUENTHER","NA","1981","4","3","7674","CHRISTA","INGRID","GUENTHER","NA","1981","4","3","100"
"7675","MARTHA","ANDREA","MUELLER","NA","1976","12","2","7675","MARTHA","ANDREA","MUELLER","NA","1976","12","2","100"
"7676","INGRID","NA","JUNG","NA","1958","4","10","7676","INGRID","NA","JUNG","NA","1958","4","10","100"
"7677","ANJA","NA","VOGT","NA","1986","9","15","7677","ANJA","NA","VOGT","NA","1986","9","15","100"
"7678","GERTRUD","NA","HARTMANN","NA","2004","7","3","7678","GERTRUD","NA","HARTMANN","NA","2004","7","3","100"
"7679","SUSANNE","NA","WEBER","NA","1927","12","12","7679","SUSANNE","NA","WEBER","NA","1927","12","12","100"
"7680","BIRGIT","NA","PETERS","NA","1968","11","30","7680","BIRGIT","NA","PETERS","NA","1968","11","30","100"
"7681","SUSANNE","NA","ENGEL","NA","1944","6","9","7681","SUSANNE","NA","ENGEL","NA","1944","6","9","100"
"7682","UTE","NA","SCHMIDT","NA","1942","2","6","7682","UTE","NA","SCHMIDT","NA","1942","2","6","100"
"7683","HEIDI","NA","SCHMIDT","NA","1988","12","21","7683","HEIDI","NA","SCHMIDT","NA","1988","12","21","100"
"7684","HELGA","STEFANIE","SOMMER","NA","1984","5","21","7684","HELGA","STEFANIE","SOMMER","NA","1984","5","21","100"
"7685","HELGA","NA","KOCH","NA","1988","3","5","7685","HELGA","NA","KOCH","NA","1988","3","5","100"
"7686","PETRA","NA","SAUER","NA","1959","6","10","7686","PETRA","NA","SAUER","NA","1959","6","10","100"
"7687","CLAUDIA","NA","WINKLRR","NA","1982","1","8","7687","CLAUDIA","NA","WINKLRR","NA","1982","1","8","100"
"7688","BIRGIT","NA","SCHMIDT","NA","1955","8","14","7688","BIRGIT","NA","SCHMIDT","NA","1955","8","14","100"
"7689","ELKE","NA","WALTER","NA","1964","4","26","7689","ELKE","NA","WALTER","NA","1964","4","26","100"
"7690","ANGELIKA","NA","KOEHLER","NA","1944","7","18","7690","ANGELIKA","NA","KOEHLER","NA","1944","7","18","100"
"7691","MARIA","NA","MUELLER","NA","1948","8","12","7691","MARIA","NA","MUELLER","NA","1948","8","12","100"
"7692","EVA","NA","OTTO","NA","1982","12","23","7692","EVA","NA","OTTO","NA","1982","12","23","100"
"7693","RITA","NA","HAAS","NA","2007","12","1","7693","RITA","NA","HAAS","NA","2007","12","1","100"
"7694","KARIN","NA","KRAUS","NA","1999","12","23","7694","KARIN","NA","KRAUS","NA","1999","12","23","100"
"7695","HELGA","NA","SCHROEDER","NA","1949","1","5","7695","HELGA","NA","SCHROEDER","NA","1949","1","5","100"
"7696","INGEBORG","NA","BECLER","NA","2000","1","21","7696","INGEBORG","NA","BECLER","NA","2000","1","21","100"
"7697","GISELA","NA","KLEIN","NA","1948","8","2","7697","GISELA","NA","KLEIN","NA","1948","8","2","100"
"7698","URSULA","NA","WINTER","NA","1944","11","23","7698","URSULA","NA","WINTER","NA","1944","11","23","100"
"7699","SUSANNE","NA","LEHMANN","NA","1985","6","6","7699","SUSANNE","NA","LEHMANN","NA","1985","6","6","100"
"7700","BAERBEL","NA","KOCH","NA","1981","3","8","7700","BAERBEL","NA","KOCH","NA","1981","3","8","100"
"7701","ANNA","NA","MUELLER","NA","1992","4","5","7701","ANNA","NA","MUELLER","NA","1992","4","5","100"
"7702","ANTJE","SANDRA","WEBER","NA","1962","1","22","7702","ANTJE","SANDRA","WEBER","NA","1962","1","22","100"
"7703","ILSE","NA","LANGE","NA","2003","2","9","7703","ILSE","NA","LANGE","NA","2003","2","9","100"
"7704","UTE","NA","JAEGER","NA","1975","11","10","7704","UTE","NA","JAEGER","NA","1975","11","10","100"
"7705","SABINE","NA","HEINRICH","NA","1926","9","23","7705","SABINE","NA","HEINRICH","NA","1926","9","23","100"
"7706","KARIN","NA","WAGNER","NA","1963","10","8","7706","KARIN","NA","WAGNER","NA","1963","10","8","100"
"7707","CLAUDIA","NA","WINTER","NA","1953","1","10","7707","CLAUDIA","NA","WINTER","NA","1953","1","10","100"
"7708","ANNA","SANDRA","BUSCH","NA","1971","9","11","7708","ANNA","SANDRA","BUSCH","NA","1971","9","11","100"
"7709","HEIKE","NA","HUBER","NA","1970","4","14","7709","HEIKE","NA","HUBER","NA","1970","4","14","100"
"7710","SONJA","NA","WAGNER","NA","1947","5","25","7710","SONJA","NA","WAGNER","NA","1947","5","25","100"
"7711","SABINE","NA","KLEIN","NA","1931","1","10","7711","SABINE","NA","KLEIN","NA","1931","1","10","100"
"7712","ANKE","NA","WOLF","NA","1949","3","15","7712","ANKE","NA","WOLF","NA","1949","3","15","100"
"7713","SILVIA","NA","ROTH","NA","1952","12","3","7713","SILVIA","NA","ROTH","NA","1952","12","3","100"
"7714","ELKE","NA","ROTH","NA","1948","1","11","7714","ELKE","NA","ROTH","NA","1948","1","11","100"
"7715","MARIA","NA","SCHNEIDER","NA","1961","12","4","7715","MARIA","NA","SCHNEIDER","NA","1961","12","4","100"
"7716","HANNELORE","NA","FISCHER","NA","1925","3","20","7716","HANNELORE","NA","FISCHER","NA","1925","3","20","100"
"7717","ILSE","NA","SCHUBERT","NA","1935","8","14","7717","ILSE","NA","SCHUBERT","NA","1935","8","14","100"
"7718","PETRA","ELFRIEDE","HOFRANN","MEYER","1955","1","14","7718","PETRA","ELFRIEDE","HOFRANN","MEYER","1955","1","14","100"
"7719","KARIN","NA","MUELLER","NA","1939","8","2","7719","KARIN","NA","MUELLER","NA","1939","8","2","100"
"7720","RENATE","NA","POHL","NA","1977","4","26","7720","RENATE","NA","POHL","NA","1977","4","26","100"
"7721","BRIGITTE","NA","WOLFF","NA","1954","2","7","7721","BRIGITTE","NA","WOLFF","NA","1954","2","7","100"
"7722","MARION","NA","BRANDT","NA","1946","6","23","7722","MARION","NA","BRANDT","NA","1946","6","23","100"
"7723","RENATE","NA","KRAUSE","BECKER","1958","10","13","7723","RENATE","NA","KRAUSE","BECKER","1958","10","13","100"
"7724","GISELA","NA","ENGEL","NA","1966","8","14","7724","GISELA","NA","ENGEL","NA","1966","8","14","100"
"7725","SABINE","NA","VOIGT","NA","1963","3","17","7725","SABINE","NA","VOIGT","NA","1963","3","17","100"
"7726","SILVIA","ELISABETH","KRAUSE","NA","1994","9","22","7726","SILVIA","ELISABETH","KRAUSE","NA","1994","9","22","100"
"7727","UTE","NA","BECKER","NA","1949","10","2","7727","UTE","NA","BECKER","NA","1949","10","2","100"
"7728","HELGA","NA","FISCHER","NA","1927","5","3","7728","HELGA","NA","FISCHER","NA","1927","5","3","100"
"7729","GABRIELE","NA","SCHMBDT","NA","1938","6","13","7729","GABRIELE","NA","SCHMBDT","NA","1938","6","13","100"
"7730","STEFANIE","NA","LUDWIG","NA","1961","8","3","7730","STEFANIE","NA","LUDWIG","NA","1961","8","3","100"
"7731","MARIE","NA","HERRMANN","NA","1978","12","16","7731","MARIE","NA","HERRMANN","NA","1978","12","16","100"
"7732","BARBARA","MONIKA","WOLF","NA","2004","12","1","7732","BARBARA","MONIKA","WOLF","NA","2004","12","1","100"
"7733","BIRGIT","NA","SCHUSTER","NA","1935","9","22","7733","BIRGIT","NA","SCHUSTER","NA","1935","9","22","100"
"7734","KATJA","NA","KRAUS","NA","1956","6","24","7734","KATJA","NA","KRAUS","NA","1956","6","24","100"
"7735","ANNA","NA","WOLF","NA","1937","7","3","7735","ANNA","NA","WOLF","NA","1937","7","3","100"
"7736","PETRA","NA","BAUER","NA","1969","7","8","7736","PETRA","NA","BAUER","NA","1969","7","8","100"
"7737","KARIN","NA","HARTMANN","NA","2001","1","4","7737","KARIN","NA","HARTMANN","NA","2001","1","4","100"
"7738","SABINE","NA","FISCHER","NA","1987","4","11","7738","SABINE","NA","FISCHER","NA","1987","4","11","100"
"7739","HILDEGARD","NA","MUELLER","NA","1990","4","3","7739","HILDEGARD","NA","MUELLER","NA","1990","4","3","100"
"7740","INGE","NA","WOLF","NA","1951","12","5","7740","INGE","NA","WOLF","NA","1951","12","5","100"
"7741","ERIKA","NA","HARTMANN","NA","1932","4","26","7741","ERIKA","NA","HARTMANN","NA","1932","4","26","100"
"7742","STEFANIE","NA","HAAS","NA","1982","1","17","7742","STEFANIE","NA","HAAS","NA","1982","1","17","100"
"7743","MARION","NA","MMYER","NA","1964","9","20","7743","MARION","NA","MMYER","NA","1964","9","20","100"
"7744","STEFANIE","NA","WAGNER","NA","1996","12","2","7744","STEFANIE","NA","WAGNER","NA","1996","12","2","100"
"7745","ELISABETH","NA","HOFFMANN","NA","1927","3","14","7745","ELISABETH","NA","HOFFMANN","NA","1927","3","14","100"
"7746","CLAUDNIA","NA","WALTER","NA","1926","1","1","7746","CLAUDNIA","NA","WALTER","NA","1926","1","1","100"
"7747","RENATE","NA","GUENTHER","NA","1962","5","1","7747","RENATE","NA","GUENTHER","NA","1962","5","1","100"
"7748","KARIN","SABINE","GROSS","NA","1943","7","29","7748","KARIN","SABINE","GROSS","NA","1943","7","29","100"
"7749","MARIA","NA","FRANKE","NA","1948","7","6","7749","MARIA","NA","FRANKE","NA","1948","7","6","100"
"7750","ERIKA","NA","SCHMITT","NA","1990","8","20","7750","ERIKA","NA","SCHMITT","NA","1990","8","20","100"
"7751","ANDREA","NA","RICHTER","NA","1961","1","22","7751","ANDREA","NA","RICHTER","NA","1961","1","22","100"
"7752","SUSANNE","NA","BRAUN","NA","1964","9","29","7752","SUSANNE","NA","BRAUN","NA","1964","9","29","100"
"7753","KERSTIN","NA","BECKER","NA","1962","2","25","7753","KERSTIN","NA","BECKER","NA","1962","2","25","100"
"7754","BIRGIT","ANDREA","SCHAEFER","NA","1977","9","30","7754","BIRGIT","ANDREA","SCHAEFER","NA","1977","9","30","100"
"7755","HELGA","NA","LANGE","NA","1924","2","20","7755","HELGA","NA","LANGE","NA","1924","2","20","100"
"7756","MELANIE","NA","KOCH","NA","1933","10","13","7756","MELANIE","NA","KOCH","NA","1933","10","13","100"
"7757","MARIA","NA","SCHNEIDER","NA","1991","1","26","7757","MARIA","NA","SCHNEIDER","NA","1991","1","26","100"
"7758","SILVIA","NA","HEINRICH","NA","2005","11","12","7758","SILVIA","NA","HEINRICH","NA","2005","11","12","100"
"7759","URSULA","NA","MEYER","NA","1935","9","4","7759","URSULA","NA","MEYER","NA","1935","9","4","100"
"7760","RENATE","NA","GROSS","NA","1990","3","12","7760","RENATE","NA","GROSS","NA","1990","3","12","100"
"7761","ANKE","NA","KUEHN","NA","1940","6","23","7761","ANKE","NA","KUEHN","NA","1940","6","23","100"
"7762","ERIKA","NA","BAUER","NA","1963","1","12","7762","ERIKA","NA","BAUER","NA","1963","1","12","100"
"7763","BAERBEL","NA","SCHMITT","NA","1963","11","8","7763","BAERBEL","NA","SCHMITT","NA","1963","11","8","100"
"7764","HANNELORE","NA","MUELLER","NA","1951","8","25","7764","HANNELORE","NA","MUELLER","NA","1951","8","25","100"
"7765","BRIGITTE","NA","POHL","NA","1999","4","28","7765","BRIGITTE","NA","POHL","NA","1999","4","28","100"
"7766","CLAUDIA","NA","SCHULZE","NA","1940","9","9","7766","CLAUDIA","NA","SCHULZE","NA","1940","9","9","100"
"7767","BRIGITTE","NA","BERGER","NA","1944","8","7","7767","BRIGITTE","NA","BERGER","NA","1944","8","7","100"
"7768","STEFANIE","NA","SCHMIDT","NA","1992","11","23","7768","STEFANIE","NA","SCHMIDT","NA","1992","11","23","100"
"7769","ANNA","NA","ROTH","NA","1972","12","3","7769","ANNA","NA","ROTH","NA","1972","12","3","100"
"7770","BARBAGRA","NA","SCHMITT","NA","1965","3","31","7770","BARBAGRA","NA","SCHMITT","NA","1965","3","31","100"
"7771","RENATE","ELKE","MARTIN","NA","1954","2","3","7771","RENATE","ELKE","MARTIN","NA","1954","2","3","100"
"7772","MONIKA","NA","BERGMANN","NA","1947","1","29","7772","MONIKA","NA","BERGMANN","NA","1947","1","29","100"
"7773","GERDA","NA","WAGNER","NA","2004","2","6","7773","GERDA","NA","WAGNER","NA","2004","2","6","100"
"7774","ANJA","NA","MUELLER","NA","1966","6","7","7774","ANJA","NA","MUELLER","NA","1966","6","7","100"
"7775","CHRISTEL","NA","MAIER","NA","1966","6","12","7775","CHRISTEL","NA","MAIER","NA","1966","6","12","100"
"7776","URSULA","NA","ZIMMERMANN","NA","1977","11","6","7776","URSULA","NA","ZIMMERMANN","NA","1977","11","6","100"
"7777","CHRISTINIE","NA","SCHUMACHER","NA","1985","4","9","7777","CHRISTINIE","NA","SCHUMACHER","NA","1985","4","9","100"
"7778","MARTHA","NA","HOFFMANN","NA","1966","11","2","7778","MARTHA","NA","HOFFMANN","NA","1966","11","2","100"
"7779","UTE","NA","SCHMITT","NA","1983","12","23","7779","UTE","NA","SCHMITT","NA","1983","12","23","100"
"7780","BRIGITTE","NA","KRUEGER","NA","2002","3","28","7780","BRIGITTE","NA","KRUEGER","NA","2002","3","28","100"
"7781","ILSE","NA","SCHMIDT","NA","1953","4","16","7781","ILSE","NA","SCHMIDT","NA","1953","4","16","100"
"7782","ANJA","NA","HAHN","NA","1948","2","27","7782","ANJA","NA","HAHN","NA","1948","2","27","100"
"7783","UTE","NA","SOMMER","NA","1990","11","30","7783","UTE","NA","SOMMER","NA","1990","11","30","100"
"7784","PETRA","NA","HARTMANN","NA","1956","6","17","7784","PETRA","NA","HARTMANN","NA","1956","6","17","100"
"7785","GUDRUN","INGRID","WOLF","NA","1933","4","8","7785","GUDRUN","INGRID","WOLF","NA","1933","4","8","100"
"7786","SUSANNE","NA","KOEHLER","NA","1964","10","13","7786","SUSANNE","NA","KOEHLER","NA","1964","10","13","100"
"7787","INGRID","NA","FRIEDRICH","NA","1976","12","31","7787","INGRID","NA","FRIEDRICH","NA","1976","12","31","100"
"7788","URSULA","NA","LUDWIG","NA","1925","7","24","7788","URSULA","NA","LUDWIG","NA","1925","7","24","100"
"7789","BRIGITTE","NA","KOCH","NA","1961","4","29","7789","BRIGITTE","NA","KOCH","NA","1961","4","29","100"
"7790","MARTINA","NA","WALTER","NA","1980","4","22","7790","MARTINA","NA","WALTER","NA","1980","4","22","100"
"7791","WALTRAUD","NA","WOLF","NA","1966","8","28","7791","WALTRAUD","NA","WOLF","NA","1966","8","28","100"
"7792","BRIGITTE","NA","HOFMANN","NA","1942","10","5","7792","BRIGITTE","NA","HOFMANN","NA","1942","10","5","100"
"7793","HILDEGARD","NA","GRAF","NA","1972","4","1","7793","HILDEGARD","NA","GRAF","NA","1972","4","1","100"
"7794","ELISABETH","NA","MUELLER","NA","1940","8","22","7794","ELISABETH","NA","MUELLER","NA","1940","8","22","100"
"7795","ANDREA","NA","RICHTER","NA","1982","9","20","7795","ANDREA","NA","RICHTER","NA","1982","9","20","100"
"7796","PETRA","NA","KRAUS","NA","1984","12","13","7796","PETRA","NA","KRAUS","NA","1984","12","13","100"
"7797","KARIN","JUTTA","SCHMIDT","NA","1934","12","24","7797","KARIN","JUTTA","SCHMIDT","NA","1934","12","24","100"
"7798","PETRA","NA","MEIER","NA","1958","5","2","7798","PETRA","NA","MEIER","NA","1958","5","2","100"
"7799","ELKE","NA","WEBER","NA","1949","4","11","7799","ELKE","NA","WEBER","NA","1949","4","11","100"
"7800","ELISABETH","NA","SCHWARZ","NA","1990","12","18","7800","ELISABETH","NA","SCHWARZ","NA","1990","12","18","100"
"7801","GISELA","NA","FISCHER","NA","1979","12","22","7801","GISELA","NA","FISCHER","NA","1979","12","22","100"
"7802","STEFANIE","NA","MUELLER","NA","1992","7","21","7802","STEFANIE","NA","MUELLER","NA","1992","7","21","100"
"7803","IRMGATRD","MARIA","SCHNEIDER","NA","1942","8","9","7803","IRMGATRD","MARIA","SCHNEIDER","NA","1942","8","9","100"
"7804","MONIKA","NA","NEUMANN","NA","1943","4","15","7804","MONIKA","NA","NEUMANN","NA","1943","4","15","100"
"7805","BARBARA","NA","VOIGT","NA","1996","12","19","7805","BARBARA","NA","VOIGT","NA","1996","12","19","100"
"7806","GABRIELE","NA","ROTH","NA","1992","12","18","7806","GABRIELE","NA","ROTH","NA","1992","12","18","100"
"7807","GISELA","SILKE","SCHAEFER","NA","1927","10","27","7807","GISELA","SILKE","SCHAEFER","NA","1927","10","27","100"
"7808","INGRID","NA","FUCHS","NA","1930","3","7","7808","INGRID","NA","FUCHS","NA","1930","3","7","100"
"7809","SABINE","NA","KRUEGER","NA","1963","10","22","7809","SABINE","NA","KRUEGER","NA","1963","10","22","100"
"7810","INGE","NA","KOCH","NA","1963","10","21","7810","INGE","NA","KOCH","NA","1963","10","21","100"
"7811","NICOLE","NA","FUCHS","NA","1969","3","24","7811","NICOLE","NA","FUCHS","NA","1969","3","24","100"
"7812","ELFRIEDE","NA","SCHMIDT","NA","1941","8","5","7812","ELFRIEDE","NA","SCHMIDT","NA","1941","8","5","100"
"7813","PETRA","NA","WAGNER","NA","1999","3","1","7813","PETRA","NA","WAGNER","NA","1999","3","1","100"
"7814","SABINE","NA","OTTO","NA","1984","7","25","7814","SABINE","NA","OTTO","NA","1984","7","25","100"
"7815","CLAUDIA","NA","MUELLER","NA","1984","8","29","7815","CLAUDIA","NA","MUELLER","NA","1984","8","29","100"
"7816","ANNA","NA","MUELLER","NA","1969","12","20","7816","ANNA","NA","MUELLER","NA","1969","12","20","100"
"7817","MONIKA","NA","WEBER","NA","1991","2","9","7817","MONIKA","NA","WEBER","NA","1991","2","9","100"
"7818","SABINE","ANNA","MOELLER","NA","2000","4","14","7818","SABINE","ANNA","MOELLER","NA","2000","4","14","100"
"7819","ILSE","NA","BECKER","NA","1955","7","19","7819","ILSE","NA","BECKER","NA","1955","7","19","100"
"7820","RENATE","NA","KRAUS","NA","1929","1","9","7820","RENATE","NA","KRAUS","NA","1929","1","9","100"
"7821","CHRISTA","NA","GUENTHER","NA","1950","10","2","7821","CHRISTA","NA","GUENTHER","NA","1950","10","2","100"
"7822","TANJA","NA","LEHMANN","NA","1995","7","21","7822","TANJA","NA","LEHMANN","NA","1995","7","21","100"
"7823","BIRGIT","NA","STEIN","NA","1970","10","28","7823","BIRGIT","NA","STEIN","NA","1970","10","28","100"
"7824","KATHRIN","NA","SCHWARZ","NA","1973","8","12","7824","KATHRIN","NA","SCHWARZ","NA","1973","8","12","100"
"7825","GERDA","NA","HERRMANN","NA","2003","8","11","7825","GERDA","NA","HERRMANN","NA","2003","8","11","100"
"7826","HELGA","NA","FRANK","NA","1994","3","1","7826","HELGA","NA","FRANK","NA","1994","3","1","100"
"7827","BIRGIT","NA","SCHMIDT","NA","1959","3","18","7827","BIRGIT","NA","SCHMIDT","NA","1959","3","18","100"
"7828","SUSANNE","NA","HORN","NA","1956","6","9","7828","SUSANNE","NA","HORN","NA","1956","6","9","100"
"7829","BARBARA","NA","MAIER","NA","1976","12","26","7829","BARBARA","NA","MAIER","NA","1976","12","26","100"
"7830","GERTRUD","MARION","VOGT","NA","1954","3","22","7830","GERTRUD","MARION","VOGT","NA","1954","3","22","100"
"7831","PETRA","NA","SOMMER","NA","1983","8","21","7831","PETRA","NA","SOMMER","NA","1983","8","21","100"
"7832","ELISABETH","NA","KAISER","NA","1943","5","30","7832","ELISABETH","NA","KAISER","NA","1943","5","30","100"
"7833","ANNETTE","NA","MUELLER","NA","1994","6","14","7833","ANNETTE","NA","MUELLER","NA","1994","6","14","100"
"7834","CHRISTA","NA","ROTH","NA","2002","4","3","7834","CHRISTA","NA","ROTH","NA","2002","4","3","100"
"7835","HELGA","NA","MEYER","NA","1956","1","25","7835","HELGA","NA","MEYER","NA","1956","1","25","100"
"7836","ANJA","NA","MUELLER","NA","1996","12","4","7836","ANJA","NA","MUELLER","NA","1996","12","4","100"
"7837","ANDREA","NA","BERGER","NA","1960","6","19","7837","ANDREA","NA","BERGER","NA","1960","6","19","100"
"7838","MONIKA","NA","HOFFMANN","NA","1949","5","42","7838","MONIKA","NA","HOFFMANN","NA","1949","5","42","100"
"7839","KATHRIN","NA","SCHMIDT","NA","1975","2","19","7839","KATHRIN","NA","SCHMIDT","NA","1975","2","19","100"
"7840","SUSANNE","NA","SCHAEFER","NA","1954","1","7","7840","SUSANNE","NA","SCHAEFER","NA","1954","1","7","100"
"7841","RENATE","NA","MAIER","NA","1997","7","12","7841","RENATE","NA","MAIER","NA","1997","7","12","100"
"7842","INGEBORG","KARIN","BECK","NA","1928","8","10","7842","INGEBORG","KARIN","BECK","NA","1928","8","10","100"
"7843","HANNELORE","NA","SCHMIDT","NA","1947","11","13","7843","HANNELORE","NA","SCHMIDT","NA","1947","11","13","100"
"7844","JUTTA","NA","ZIEGLER","NA","1935","2","21","7844","JUTTA","NA","ZIEGLER","NA","1935","2","21","100"
"7845","ELISABETH","NA","BRANDT","NA","1960","7","9","7845","ELISABETH","NA","BRANDT","NA","1960","7","9","100"
"7846","MARTINA","KARIN","POHL","NA","1984","3","28","7846","MARTINA","KARIN","POHL","NA","1984","3","28","100"
"7847","MARIA","NA","BRAUN","NA","1962","3","7","7847","MARIA","NA","BRAUN","NA","1962","3","7","100"
"7848","BRIGITTE","NA","ENGEL","NA","1958","8","7","7848","BRIGITTE","NA","ENGEL","NA","1958","8","7","100"
"7849","DAGMAR","NA","SCHROEDER","NA","1991","4","7","7849","DAGMAR","NA","SCHROEDER","NA","1991","4","7","100"
"7850","SILVIA","NA","FRANK","NA","1989","6","11","7850","SILVIA","NA","FRANK","NA","1989","6","11","100"
"7851","MARTINA","NA","GROSS","NA","1968","10","10","7851","MARTINA","NA","GROSS","NA","1968","10","10","100"
"7852","MARTINA","NA","MUELLER","NA","1932","5","18","7852","MARTINA","NA","MUELLER","NA","1932","5","18","100"
"7853","BIRGIT","NA","LANGE","NA","1955","1","7","7853","BIRGIT","NA","LANGE","NA","1955","1","7","100"
"7854","SABINE","NA","KELLER","NA","1992","1","31","7854","SABINE","NA","KELLER","NA","1992","1","31","100"
"7855","MARIA","NA","WERNER","NA","1968","5","19","7855","MARIA","NA","WERNER","NA","1968","5","19","100"
"7856","MONIKA","NA","SOMMER","NA","1956","2","12","7856","MONIKA","NA","SOMMER","NA","1956","2","12","100"
"7857","MARTINA","SILVIA","HORN","NA","1967","8","5","7857","MARTINA","SILVIA","HORN","NA","1967","8","5","100"
"7858","ILSE","NA","BAUER","NA","1959","9","1","7858","ILSE","NA","BAUER","NA","1959","9","1","100"
"7859","UTE","NA","MOELLER","NA","2005","3","28","7859","UTE","NA","MOELLER","NA","2005","3","28","100"
